Location,LocationHierarchy,audience_man,audience_woman,Frequency,%ven_audience_man,%ven_audience_woman,audience_adolecent,audience_young_adult,audience_middle_age,audience_elder,audience_adult,%ven_audience_adolecent,%ven_audience_young_adult,%ven_audience_adult,%ven_audience_middle_age,%ven_audience_elder,audience_locals_man,audience_locals_woman,%locals_audience_man,%locals_audience_woman,audience_locals_adolecent,audience_locals_young_adult,audience_locals_middle_age,audience_locals_elder,audience_locals_adult,%locals_audience_adolecent,%locals_audience_young_adult,%locals_audience_adult,%locals_audience_middle_age,%locals_audience_elder,audience_adolecent_man,audience_young_adult_man,audience_middle_age_man,audience_elder_man,audience_adult_man,audience_adolecent_woman,audience_young_adult_woman,audience_middle_age_woman,audience_elder_woman,audience_adult_woman,audience_home,audience_recent,%ven_audience_home,%ven_audience_recent,audience_locals_home,audience_locals_recent,%locals_audience_home,%locals_audience_recent,audience_home_man,audience_recent_man,audience_home_woman,audience_recent_woman,audience_iOS,audience_Android,audience_Other,%ven_audience_iOS,%ven_audience_Android,%ven_audience_Other,audience_iOS_man,audience_Android_man,audience_Other_man,audience_iOS_woman,audience_Android_woman,audience_Other_woman,audience_locals_iOS,audience_locals_Android,audience_locals_Other,%locals_audience_iOS,%locals_audience_Android,%locals_audience_Other,venezuelans,allmigrants,allpopulation,allnonmigrant,ven/migrants,ven/pop,100ven/migrants,100ven/pop,not_enough_data,%diff_audience_home,%diff_audience_recent,%diff_audience_man,%diff_audience_woman,%diff_audience_adolecent,%diff_audience_young_adult,%diff_audience_adult,%diff_audience_middle_age,%diff_audience_elder,%diff_audience_iOS,%diff_audience_Android,%diff_audience_Other,ramv_venezuelans,fb/ramv,display_audience_man,display_audience_woman,display_audience_adolecent,display_audience_young_adult,display_audience_middle_age,display_audience_elder,display_audience_adult,display_audience_locals_man,display_audience_locals_woman,display_audience_locals_adolecent,display_audience_locals_young_adult,display_audience_locals_middle_age,display_audience_locals_elder,display_audience_locals_adult,display_audience_adolecent_man,display_audience_young_adult_man,display_audience_middle_age_man,display_audience_elder_man,display_audience_adult_man,display_audience_adolecent_woman,display_audience_young_adult_woman,display_audience_middle_age_woman,display_audience_elder_woman,display_audience_adult_woman,display_audience_home,display_audience_recent,display_audience_locals_home,display_audience_locals_recent,display_audience_home_man,display_audience_recent_man,display_audience_home_woman,display_audience_recent_woman,display_audience_iOS,display_audience_Android,display_audience_Other,display_audience_iOS_man,display_audience_Android_man,display_audience_Other_man,display_audience_iOS_woman,display_audience_Android_woman,display_audience_Other_woman,display_audience_locals_iOS,display_audience_locals_Android,display_audience_locals_Other
Argentina,Country,23590.0,25447.0,Daily,48.11,51.89,779.0,12051.0,8464.0,960.0,26696.0,1.59,24.62,54.54,17.29,1.96,7903466.0,9935999.0,44.3,55.7,1103999.0,3957066.0,647.0,547.0,7174933.0,9.02,32.34,58.63,0.01,0.0,249.0,5857.0,2799.0,181.0,14417.0,445.0,5528.0,5326.0,436.0,12626.0,47808.0,25048.0,65.62,34.38,18034133.0,7967999.0,69.36,30.64,22703.0,11722.0,23572.0,13994.0,8888.0,36086.0,6538.0,17.25,70.05,12.69,3244.0,18546.0,3434.0,4613.0,18928.0,1993.0,1105679.0,14587999.0,2469599.0,6.09,80.32,13.6,48814.0,1333386.0,617.0,17624266.0,0.0366,79.1151,3.66,7911.51,False,-3.74,3.74,3.8,-3.8,-7.43,-7.72,-4.09,17.29,1.96,11.17,-10.26,-0.9,,,23K,25K,779,12K,8.4K,960,26K,7.9M,9.9M,1.1M,3.9M,647,547,7.1M,249,5.8K,2.7K,181,14K,445,5.5K,5.3K,436,12K,47K,25K,18M,7.9M,22K,11K,23K,13K,8.8K,36K,6.5K,3.2K,18K,3.4K,4.6K,18K,1.9K,1.1M,14M,2.4M
Brazil,Country,28000.0,22000.0,Monthly,56.0,44.0,3100.0,16000.0,8000.0,1000.0,23000.0,6.07,31.31,45.01,15.66,1.96,58000000.0,69000000.0,45.67,54.33,13000000.0,32000000.0,35000000.0,3700000.0,47000000.0,9.95,24.48,35.96,26.78,2.83,1500.0,9000.0,4200.0,1000.0,13000.0,1600.0,6600.0,3700.0,1000.0,9200.0,50000.0,14000.0,78.12,21.88,125000000.0,57000000.0,68.68,31.32,28000.0,7700.0,22000.0,6700.0,3200.0,29000.0,18000.0,6.37,57.77,35.86,1600.0,16000.0,11000.0,1600.0,14000.0,6500.0,12000000.0,87000000.0,32000000.0,9.16,66.41,24.43,50000.0,2200000.0,127000000.0,125000000.0,0.0227,0.0004,2.27,0.04,False,9.44,-9.44,10.33,-10.33,-3.88,6.83,9.05,-11.12,-0.87,-2.79,-8.64,11.43,,,28K,22K,3.1K,16K,8.0K,1.0K,23K,58M,69M,13M,32M,35M,3.7M,47M,1.5K,9.0K,4.2K,1.0K,13K,1.6K,6.6K,3.7K,1.0K,9.2K,50K,14K,125M,57M,28K,7.7K,22K,6.7K,3.2K,29K,18K,1.6K,16K,11K,1.6K,14K,6.5K,12M,87M,32M
Brazil,Country,14053.0,13350.0,Daily,51.28,48.72,1530.0,8912.0,4588.0,385.0,12995.0,5.39,31.37,45.74,16.15,1.36,33500799.0,46055199.0,42.11,57.89,6655999.0,19217066.0,22717333.0,2125279.0,30894666.0,8.16,23.55,37.86,27.84,2.6,408.0,5420.0,1677.0,399.0,7222.0,911.0,3961.0,2572.0,999.0,5153.0,27778.0,10804.0,72.0,28.0,78433333.0,45888799.0,63.09,36.91,14411.0,5260.0,15221.0,5348.0,1796.0,19196.0,8204.0,6.15,65.75,28.1,861.0,10331.0,4174.0,1079.0,9861.0,3507.0,8319999.0,61085599.0,13508266.0,10.03,73.67,16.29,28216.0,1239626.0,79993066.0,79266666.0,0.0228,0.0004,2.28,0.04,False,8.91,-8.91,9.17,-9.17,-2.77,7.82,7.88,-11.69,-1.25,-3.88,-7.92,11.81,,,14K,13K,1.5K,8.9K,4.5K,385,12K,33M,46M,6.6M,19M,22M,2.1M,30M,408,5.4K,1.6K,399,7.2K,911,3.9K,2.5K,999,5.1K,27K,10K,78M,45M,14K,5.2K,15K,5.3K,1.7K,19K,8.2K,861,10K,4.1K,1.0K,9.8K,3.5K,8.3M,61M,13M
Chile,Country,110000.0,99000.0,Monthly,52.63,47.37,4300.0,45000.0,35000.0,4000.0,130000.0,1.97,20.61,59.55,16.03,1.83,5500000.0,6000000.0,47.83,52.17,720000.0,2700000.0,3800000.0,430000.0,4400000.0,5.98,22.41,36.51,31.54,3.57,2000.0,23000.0,17000.0,1800.0,70000.0,2300.0,22000.0,18000.0,2100.0,57000.0,210000.0,110000.0,65.62,34.38,12000000.0,5000000.0,70.59,29.41,110000.0,56000.0,99000.0,52000.0,34000.0,150000.0,42000.0,15.04,66.37,18.58,17000.0,74000.0,25000.0,17000.0,71000.0,16000.0,1600000.0,7700000.0,2500000.0,13.56,65.25,21.19,210000.0,1600000.0,13000000.0,12000000.0,0.1313,0.0162,13.12,1.62,False,-4.96,4.96,4.81,-4.81,-4.01,-1.79,23.04,-15.5,-1.74,1.48,1.12,-2.6,,,110K,99K,4.3K,45K,35K,4.0K,130K,5.5M,6.0M,720K,2.7M,3.8M,430K,4.4M,2.0K,23K,17K,1.8K,70K,2.3K,22K,18K,2.1K,57K,210K,110K,12M,5.0M,110K,56K,99K,52K,34K,150K,42K,17K,74K,25K,17K,71K,16K,1.6M,7.7M,2.5M
Chile,Country,62734.0,63669.0,Daily,49.63,50.37,2121.0,27427.0,18613.0,2164.0,76200.0,1.68,21.68,60.23,14.71,1.71,3266266.0,4019199.0,44.83,55.17,325823.0,1648799.0,2371199.0,239585.0,3116372.0,4.23,21.41,40.46,30.79,3.11,1187.0,14108.0,8715.0,1079.0,42093.0,932.0,15878.0,10780.0,1420.0,37097.0,130633.0,81199.0,61.67,38.33,7747199.0,4021332.0,65.83,34.17,64694.0,40298.0,61151.0,41637.0,22122.0,101995.0,19044.0,15.45,71.24,13.3,11446.0,47014.0,12122.0,10616.0,50954.0,6825.0,1125546.0,5572746.0,875999.0,14.86,73.57,11.57,128276.0,1006079.0,8181333.0,7606399.0,0.1275,0.0157,12.75,1.57,False,-4.16,4.16,4.8,-4.8,-2.55,0.27,19.76,-16.08,-1.4,0.59,-2.33,1.74,,,62K,63K,2.1K,27K,18K,2.1K,76K,3.2M,4.0M,325K,1.6M,2.3M,239K,3.1M,1.1K,14K,8.7K,1.0K,42K,932,15K,10K,1.4K,37K,130K,81K,7.7M,4.0M,64K,40K,61K,41K,22K,101K,19K,11K,47K,12K,10K,50K,6.8K,1.1M,5.5M,875K
Colombia,Country,470000.0,430000.0,Monthly,52.22,47.78,75000.0,330000.0,110000.0,12000.0,390000.0,8.18,35.99,42.53,12.0,1.31,14000000.0,15000000.0,48.28,51.72,3600000.0,8200000.0,6500000.0,740000.0,11000000.0,11.98,27.3,36.62,21.64,2.46,34000.0,170000.0,54000.0,5800.0,210000.0,40000.0,160000.0,55000.0,5800.0,180000.0,900000.0,250000.0,78.26,21.74,29000000.0,10000000.0,74.36,25.64,470000.0,120000.0,430000.0,120000.0,33000.0,570000.0,300000.0,3.65,63.12,33.22,16000.0,290000.0,180000.0,17000.0,290000.0,130000.0,1800000.0,20000000.0,7400000.0,6.16,68.49,25.34,900000.0,1800000.0,31000000.0,29000000.0,0.5000,0.0290,50.00,2.90,False,3.9,-3.9,3.95,-3.95,-3.81,8.69,5.91,-9.64,-1.15,-2.51,-5.37,7.88,,,470K,430K,75K,330K,110K,12K,390K,14M,15M,3.6M,8.2M,6.5M,740K,11M,34K,170K,54K,5.8K,210K,40K,160K,55K,5.8K,180K,900K,250K,29M,10M,470K,120K,430K,120K,33K,570K,300K,16K,290K,180K,17K,290K,130K,1.8M,20M,7.4M
Colombia,Country,242264.0,245854.0,Daily,49.63,50.37,36933.0,178898.0,57446.0,6285.0,220246.0,7.39,35.79,44.07,11.49,1.26,7866132.0,8939999.0,46.81,53.19,1643519.0,4769119.0,3811599.0,371183.0,6913866.0,9.39,27.24,39.49,21.77,2.12,15728.0,91838.0,24698.0,2964.0,116401.0,19010.0,91202.0,32440.0,2496.0,108163.0,478319.0,179486.0,72.71,27.29,16761999.0,7621332.0,68.74,31.26,244712.0,82967.0,242549.0,88203.0,20081.0,338047.0,129338.0,4.12,69.35,26.53,8931.0,172301.0,74943.0,10883.0,179733.0,58111.0,1274879.0,13551999.0,2375893.0,7.41,78.78,13.81,481919.0,921599.0,17657599.0,17106133.0,0.5229,0.0273,52.29,2.73,False,3.97,-3.97,2.83,-2.83,-2.0,8.56,4.58,-10.28,-0.86,-3.29,-9.43,12.72,,,242K,245K,36K,178K,57K,6.2K,220K,7.8M,8.9M,1.6M,4.7M,3.8M,371K,6.9M,15K,91K,24K,2.9K,116K,19K,91K,32K,2.4K,108K,478K,179K,16M,7.6M,244K,82K,242K,88K,20K,338K,129K,8.9K,172K,74K,10K,179K,58K,1.2M,13M,2.3M
Costa Rica,Country,7200.0,7000.0,Monthly,50.7,49.3,1000.0,2700.0,4500.0,1000.0,6700.0,6.29,16.98,42.14,28.3,6.29,1400000.0,1500000.0,48.28,51.72,290000.0,700000.0,830000.0,96000.0,1100000.0,9.62,23.21,36.47,27.52,3.18,1000.0,1300.0,2100.0,1000.0,3500.0,1000.0,1300.0,2200.0,1000.0,3100.0,14000.0,6800.0,67.31,32.69,2900000.0,1400000.0,67.44,32.56,7200.0,3300.0,7000.0,3300.0,4300.0,8500.0,2400.0,28.29,55.92,15.79,1900.0,4200.0,1400.0,2200.0,4100.0,1000.0,420000.0,1900000.0,600000.0,14.38,65.07,20.55,14000.0,410000.0,3400000.0,2900000.0,0.0341,0.0041,3.41,0.41,False,-0.13,0.13,2.43,-2.43,-3.33,-6.23,5.67,0.78,3.11,13.91,-9.15,-4.76,,,7.2K,7.0K,1.0K,2.7K,4.5K,1.0K,6.7K,1.4M,1.5M,290K,700K,830K,96K,1.1M,1.0K,1.3K,2.1K,1.0K,3.5K,1.0K,1.3K,2.2K,1.0K,3.1K,14K,6.8K,2.9M,1.4M,7.2K,3.3K,7.0K,3.3K,4.3K,8.5K,2.4K,1.9K,4.2K,1.4K,2.2K,4.1K,1.0K,420K,1.9M,600K
Costa Rica,Country,3706.0,4479.0,Daily,45.28,54.72,499.0,1613.0,2701.0,571.0,4110.0,5.26,16.99,43.29,28.45,6.01,934079.0,1122799.0,45.41,54.59,184444.0,490559.0,583876.0,59556.0,819866.0,8.63,22.94,38.34,27.31,2.79,332.0,721.0,999.0,499.0,1701.0,499.0,1038.0,1710.0,999.0,1901.0,8718.0,5778.0,60.14,39.86,2025359.0,1192426.0,62.94,37.06,4060.0,2191.0,4570.0,2930.0,2403.0,5711.0,959.0,26.49,62.95,10.57,1132.0,2547.0,514.0,1309.0,3148.0,166.0,335999.0,1486559.0,260639.0,16.13,71.36,12.51,8319.0,251854.0,2331039.0,2066346.0,0.0330,0.0036,3.30,0.36,False,-2.8,2.8,-0.13,0.13,-3.37,-5.95,4.95,1.14,3.23,10.36,-8.41,-1.94,,,3.7K,4.4K,499,1.6K,2.7K,571,4.1K,934K,1.1M,184K,490K,583K,59K,819K,332,721,999,499,1.7K,499,1.0K,1.7K,999,1.9K,8.7K,5.7K,2.0M,1.1M,4.0K,2.1K,4.5K,2.9K,2.4K,5.7K,959,1.1K,2.5K,514,1.3K,3.1K,166,335K,1.4M,260K
Ecuador,Country,77000.0,64000.0,Monthly,54.61,45.39,6300.0,40000.0,21000.0,2000.0,73000.0,4.43,28.11,51.3,14.76,1.41,5400000.0,5200000.0,50.94,49.06,1700000.0,3300000.0,2000000.0,200000.0,3600000.0,15.74,30.56,33.33,18.52,1.85,3000.0,21000.0,11000.0,1000.0,42000.0,3300.0,19000.0,10000.0,1000.0,32000.0,140000.0,49000.0,74.07,25.93,11000000.0,3300000.0,76.92,23.08,77000.0,25000.0,64000.0,24000.0,11000.0,97000.0,37000.0,7.59,66.9,25.52,5400.0,50000.0,22000.0,5200.0,46000.0,14000.0,740000.0,7000000.0,2900000.0,6.95,65.79,27.26,140000.0,870000.0,11000000.0,11000000.0,0.1609,0.0127,16.09,1.27,False,-2.85,2.85,3.67,-3.67,-11.31,-2.45,17.97,-3.76,-0.45,0.63,1.11,-1.74,,,77K,64K,6.3K,40K,21K,2.0K,73K,5.4M,5.2M,1.7M,3.3M,2.0M,200K,3.6M,3.0K,21K,11K,1.0K,42K,3.3K,19K,10K,1.0K,32K,140K,49K,11M,3.3M,77K,25K,64K,24K,11K,97K,37K,5.4K,50K,22K,5.2K,46K,14K,740K,7.0M,2.9M
Ecuador,Country,44440.0,37699.0,Daily,54.1,45.9,3361.0,22572.0,12674.0,918.0,43708.0,4.04,27.12,52.51,15.23,1.1,2818079.0,2961919.0,48.76,51.24,731679.0,1766159.0,1165332.0,92732.0,2067839.0,12.56,30.33,35.51,20.01,1.59,1551.0,10114.0,5927.0,499.0,24726.0,1733.0,11497.0,5565.0,299.0,19292.0,80209.0,36181.0,68.91,31.09,5661333.0,2455199.0,69.75,30.25,43311.0,17418.0,39093.0,17380.0,6822.0,63507.0,15151.0,7.98,74.29,17.72,3694.0,30825.0,8379.0,3852.0,31347.0,6337.0,509711.0,4414666.0,935733.0,8.7,75.33,15.97,80577.0,457735.0,5998666.0,5725866.0,0.1760,0.0134,17.60,1.34,False,-0.84,0.84,5.35,-5.35,-8.53,-3.21,17.01,-4.78,-0.49,-0.72,-1.04,1.76,,,44K,37K,3.3K,22K,12K,918,43K,2.8M,2.9M,731K,1.7M,1.1M,92K,2.0M,1.5K,10K,5.9K,499,24K,1.7K,11K,5.5K,299,19K,80K,36K,5.6M,2.4M,43K,17K,39K,17K,6.8K,63K,15K,3.6K,30K,8.3K,3.8K,31K,6.3K,509K,4.4M,935K
Guyana,Country,1600.0,2000.0,Monthly,44.44,55.56,1000.0,1400.0,1000.0,1000.0,1300.0,17.54,24.56,22.81,17.54,17.54,160000.0,190000.0,45.71,54.29,51000.0,100000.0,78000.0,7400.0,120000.0,14.31,28.06,33.67,21.89,2.08,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,3600.0,1000.0,78.26,21.74,350000.0,120000.0,74.47,25.53,1600.0,1000.0,2000.0,1000.0,1000.0,2300.0,1100.0,22.73,52.27,25.0,1000.0,1000.0,1000.0,1000.0,1400.0,1000.0,34000.0,210000.0,110000.0,9.6,59.32,31.07,3600.0,42000.0,390000.0,350000.0,0.0857,0.0092,8.57,0.92,False,3.79,-3.79,-1.27,1.27,3.23,-3.5,-10.86,-4.34,15.47,13.12,-7.05,-6.07,,,1.6K,2.0K,1.0K,1.4K,1.0K,1.0K,1.3K,160K,190K,51K,100K,78K,7.4K,120K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,3.6K,1.0K,350K,120K,1.6K,1.0K,2.0K,1.0K,1.0K,2.3K,1.1K,1.0K,1.0K,1.0K,1.0K,1.4K,1.0K,34K,210K,110K
Guyana,Country,878.0,1124.0,Daily,43.86,56.14,0.0,753.0,513.0,0.0,866.0,0.0,35.32,40.62,24.06,0.0,75819.0,110097.0,40.78,59.22,19864.0,50764.0,45807.0,3776.0,70663.0,10.41,26.6,37.02,24.0,1.98,0.0,333.0,749.0,0.0,665.0,997.0,666.0,332.0,0.0,749.0,2178.0,820.0,72.65,27.35,182824.0,83466.0,68.66,31.34,752.0,799.0,1157.0,666.0,666.0,1815.0,109.0,25.71,70.08,4.21,0.0,666.0,332.0,997.0,1292.0,199.0,20720.0,134725.0,37417.0,10.74,69.86,19.4,2020.0,20531.0,209188.0,187534.0,0.0984,0.0097,9.84,0.97,False,3.99,-3.99,3.07,-3.07,-10.41,8.72,3.6,0.06,-1.98,14.97,0.22,-15.19,,,878,1.1K,0,753,513,0,866,75K,110K,19K,50K,45K,3.7K,70K,0,333,749,0,665,997,666,332,0,749,2.1K,820,182K,83K,752,799,1.1K,666,666,1.8K,109,0,666,332,997,1.2K,199,20K,134K,37K
Mexico,Country,48000.0,47000.0,Monthly,50.53,49.47,6500.0,25000.0,22000.0,2800.0,43000.0,6.55,25.18,43.3,22.16,2.82,38000000.0,40000000.0,48.72,51.28,10000000.0,22000000.0,17000000.0,1800000.0,29000000.0,12.53,27.57,36.34,21.3,2.26,3100.0,13000.0,11000.0,1200.0,22000.0,3400.0,13000.0,11000.0,1500.0,20000.0,96000.0,38000.0,71.64,28.36,78000000.0,29000000.0,72.9,27.1,48000.0,17000.0,47000.0,20000.0,23000.0,55000.0,23000.0,22.77,54.46,22.77,9900.0,27000.0,14000.0,13000.0,28000.0,9400.0,8800000.0,50000000.0,22000000.0,10.89,61.88,27.23,96000.0,5000000.0,83000000.0,78000000.0,0.0192,0.0012,1.92,0.12,False,-1.26,1.26,1.81,-1.81,-5.99,-2.39,6.96,0.85,0.56,11.88,-7.43,-4.46,,,48K,47K,6.5K,25K,22K,2.8K,43K,38M,40M,10M,22M,17M,1.8M,29M,3.1K,13K,11K,1.2K,22K,3.4K,13K,11K,1.5K,20K,96K,38K,78M,29M,48K,17K,47K,20K,23K,55K,23K,9.9K,27K,14K,13K,28K,9.4K,8.8M,50M,22M
Mexico,Country,25754.0,28246.0,Daily,47.69,52.31,2220.0,14058.0,13352.0,1569.0,24222.0,4.01,25.37,43.71,24.09,2.83,21806932.0,24479999.0,47.11,52.89,4874666.0,13252799.0,10499199.0,983039.0,18235199.0,10.19,27.7,38.11,21.94,2.05,1171.0,6553.0,6181.0,749.0,11092.0,1287.0,6811.0,6183.0,839.0,12977.0,50846.0,29039.0,63.65,36.35,46862399.0,23346933.0,66.75,33.25,24126.0,12416.0,27714.0,16973.0,14672.0,34203.0,7752.0,25.91,60.4,13.69,5436.0,15477.0,4200.0,8589.0,17889.0,3617.0,6570079.0,35786666.0,7914133.0,13.07,71.19,15.74,52003.0,2981333.0,49822132.0,46695999.0,0.0174,0.0010,1.74,0.10,False,-3.1,3.1,0.58,-0.58,-6.18,-2.33,5.59,2.15,0.78,12.84,-10.79,-2.05,,,25K,28K,2.2K,14K,13K,1.5K,24K,21M,24M,4.8M,13M,10M,983K,18M,1.1K,6.5K,6.1K,749,11K,1.2K,6.8K,6.1K,839,12K,50K,29K,46M,23M,24K,12K,27K,16K,14K,34K,7.7K,5.4K,15K,4.2K,8.5K,17K,3.6K,6.5M,35M,7.9M
Panama,Country,41000.0,39000.0,Monthly,51.25,48.75,1900.0,17000.0,18000.0,1000.0,44000.0,2.32,20.76,53.72,21.98,1.22,770000.0,770000.0,50.0,50.0,140000.0,420000.0,370000.0,38000.0,610000.0,8.87,26.62,38.66,23.45,2.41,1000.0,8400.0,8600.0,1000.0,24000.0,1000.0,8800.0,9400.0,1000.0,20000.0,82000.0,37000.0,68.91,31.09,1500000.0,430000.0,77.72,22.28,41000.0,18000.0,39000.0,19000.0,17000.0,55000.0,13000.0,20.0,64.71,15.29,7900.0,28000.0,7700.0,9200.0,27000.0,5200.0,120000.0,1000000.0,420000.0,7.79,64.94,27.27,82000.0,330000.0,1900000.0,1500000.0,0.2485,0.0432,24.85,4.32,False,-8.81,8.81,1.25,-1.25,-6.55,-5.86,15.07,-1.47,-1.19,12.21,-0.23,-11.98,,,41K,39K,1.9K,17K,18K,1.0K,44K,770K,770K,140K,420K,370K,38K,610K,1.0K,8.4K,8.6K,1.0K,24K,1.0K,8.8K,9.4K,1.0K,20K,82K,37K,1.5M,430K,41K,18K,39K,19K,17K,55K,13K,7.9K,28K,7.7K,9.2K,27K,5.2K,120K,1.0M,420K
Panama,Country,495.0,21029.0,Daily,2.3,97.7,759.0,7659.0,10608.0,636.0,23906.0,1.74,17.58,54.87,24.35,1.46,294037.0,356509.0,45.2,54.8,31055.0,157423.0,185768.0,19011.0,302722.0,4.46,22.62,43.5,26.69,2.73,342.0,3879.0,614.0,749.0,11027.0,499.0,4692.0,5263.0,714.0,10247.0,42814.0,25038.0,63.1,36.9,663199.0,270682.0,71.02,28.98,19988.0,10456.0,20930.0,11255.0,9664.0,33386.0,3812.0,20.62,71.24,8.13,3985.0,16756.0,2355.0,5749.0,15392.0,1890.0,61328.0,508533.0,109942.0,9.02,74.81,16.17,42449.0,173302.0,853226.0,659199.0,0.2449,0.0498,24.49,4.98,False,-7.92,7.92,-42.9,42.9,-2.72,-5.04,11.37,-2.34,-1.27,11.6,-3.56,-8.04,,,495,21K,759,7.6K,10K,636,23K,294K,356K,31K,157K,185K,19K,302K,342,3.8K,614,749,11K,499,4.6K,5.2K,714,10K,42K,25K,663K,270K,19K,10K,20K,11K,9.6K,33K,3.8K,3.9K,16K,2.3K,5.7K,15K,1.8K,61K,508K,109K
Peru,Country,160000.0,110000.0,Monthly,59.26,40.74,11000.0,85000.0,36000.0,3400.0,140000.0,3.99,30.86,50.84,13.07,1.23,12000000.0,10000000.0,54.55,45.45,3300000.0,6400000.0,4300000.0,500000.0,7700000.0,14.86,28.83,34.68,19.37,2.25,5300.0,48000.0,20000.0,2000.0,88000.0,5300.0,37000.0,16000.0,1400.0,52000.0,270000.0,99000.0,73.17,26.83,22000000.0,6500000.0,77.19,22.81,160000.0,56000.0,110000.0,40000.0,15000.0,180000.0,79000.0,5.47,65.69,28.83,8000.0,100000.0,52000.0,6900.0,81000.0,26000.0,870000.0,15000000.0,6700000.0,3.85,66.46,29.69,270000.0,1200000.0,23000000.0,22000000.0,0.2250,0.0117,22.50,1.17,False,-4.02,4.02,4.71,-4.71,-10.87,2.04,16.15,-6.3,-1.02,1.62,-0.77,-0.85,,,160K,110K,11K,85K,36K,3.4K,140K,12M,10M,3.3M,6.4M,4.3M,500K,7.7M,5.3K,48K,20K,2.0K,88K,5.3K,37K,16K,1.4K,52K,270K,99K,22M,6.5M,160K,56K,110K,40K,15K,180K,79K,8.0K,100K,52K,6.9K,81K,26K,870K,15M,6.7M
Peru,Country,82455.0,61578.0,Daily,57.25,42.75,6562.0,46667.0,19888.0,1968.0,74198.0,4.4,31.26,49.7,13.32,1.32,5971199.0,5311999.0,52.92,47.08,1154559.0,3280213.0,2507759.0,237599.0,4451626.0,9.93,28.2,38.27,21.56,2.04,2788.0,26858.0,10407.0,1379.0,47020.0,2955.0,22037.0,9484.0,430.0,30509.0,148935.0,67986.0,68.66,31.34,11263999.0,4719866.0,70.47,29.53,84645.0,38099.0,61795.0,26500.0,9870.0,107891.0,30921.0,6.64,72.56,20.8,4838.0,57879.0,20891.0,4829.0,48490.0,11337.0,625703.0,9319999.0,1929599.0,5.27,78.48,16.25,147953.0,544319.0,11610399.0,11422399.0,0.2718,0.0127,27.18,1.27,False,-1.81,1.81,4.33,-4.33,-5.53,3.06,11.43,-8.24,-0.72,1.37,-5.92,4.55,,,82K,61K,6.5K,46K,19K,1.9K,74K,5.9M,5.3M,1.1M,3.2M,2.5M,237K,4.4M,2.7K,26K,10K,1.3K,47K,2.9K,22K,9.4K,430,30K,148K,67K,11M,4.7M,84K,38K,61K,26K,9.8K,107K,30K,4.8K,57K,20K,4.8K,48K,11K,625K,9.3M,1.9M
